pertanyaan,jawaban,sumber,mata_kuliah,sumber_dokumen
"Dalam prosedur dengan dua variabel input dan satu output, apa peran @var_input1 dan @var_input2?","@var_input1 dan @var_input2 masing‑masing merupakan parameter input pertama dan kedua yang nilainya akan digunakan dalam proses, contohnya ID_customer dan tanggal.","@var_input1 adalah parameter input pertama yang nilainya akan digunakan dalam proses.
@var_input2 adalah parameter input kedua yang akan digunakan bersama input1, contoh : ID_customer dan tanggal.",Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
Bagaimana cara mendeklarasikan variabel output sebelum mengeksekusi prosedur?,"Gunakan perintah DECLARE diikuti nama variabel dan tipe datanya, misalnya: DECLARE @hasil INT.","Declare @var1 <tipedata>
DECLARE @hasil INT",Basis Data 2 Praktikum BB,MODUL 5  Praktikum Basdat 2.txt
Apa itu trigger?,Trigger adalah sekumpulan kueri (prosedur) SQL yang akan dieksekusi secara otomatis oleh Database Management System (DBMS) ketika terjadi peristiwa modifikasi data pada sebuah tabel.,Trigger adalah sekumpulan kueri (prosedur) SQL yang akan dieksekusi secara otomatis (terpicu) oleh Database Management System (DBMS) ketika terjadi peristiwa (event) modifikasi data pada sebuah tabel.,Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
Sebutkan tiga manfaat utama penggunaan trigger!,"Manfaat utama trigger meliputi integritas data, melacak perubahan data (auditing), dan sinkronisasi.",Manfaat utama trigger Integritas Data ... 2 Melacak Perubahan Data (Auditing) ... 3 Sinkronisasi ...,Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
Bagaimana cara trigger memastikan integritas data pada contoh tr_cek_kuantitas?,"Trigger memeriksa nilai quantity pada baris yang dimasukkan atau diubah; jika quantity kurang dari atau sama dengan 0, trigger melakukan ROLLBACK dan menampilkan pesan error sehingga data tidak masuk ke dalam database.",IF @qty <= 0 BEGIN ROLLBACK; PRINT 'Transaksi Gagal: Kuantitas (quantity) pesanan tidak boleh nol atau negatif!'; END,Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
Apa yang terjadi pada tabel products ketika ada baris baru dimasukkan ke tabel orderline menurut trigger tr_update_stok?,Trigger mengurangi nilai QOH (Quantity on Hand) pada produk yang bersangkutan sebesar quantity yang dipesan.,UPDATE products SET QOH = QOH - @qty_pesan WHERE Product_id = @id_produk;,Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
Apa definisi view dalam basis data?,View adalah tabel virtual yang berisi data dari satu atau beberapa tabel fisik dan tidak menyimpan data secara fisik di dalam database.,View adalah tabel virtual yang berisi data dari satu atau beberapa tabel fisik. View tidak menyimpan data secara fisik di dalam database.,Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
Sebutkan tiga fungsi utama view!,"Fungsi utama view adalah menyederhanakan kueri yang kompleks, meningkatkan keamanan dengan menyembunyikan kolom sensitif, dan menyediakan perspektif data yang konsisten untuk pelaporan.",Fungsi Utama: Menyederhanakan kueri yang kompleks (JOIN yang panjang). Meningkatkan keamanan dengan menyembunyikan kolom sensitif. Menyediakan perspektif data yang konsisten untuk pelaporan.,Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
Kolom apa saja yang ditampilkan oleh view V_Katalog_Produk?,"View V_Katalog_Produk menampilkan tiga kolom: Nama Produk (Product_name), Bahan/Warna (Product_finish), dan Harga (Unit_price).","SELECT Product_name AS 'Nama Produk', Product_finish AS 'Bahan/Warna', Unit_price AS 'Harga' FROM products;",Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
View V_Laporan_Pesanan menampilkan informasi apa saja tentang pesanan?,"View V_Laporan_Pesanan menampilkan Nama Pelanggan, Tanggal Pesan, Barang, Jumlah, dan Total Bayar (hasil perkalian quantity dengan Unit_price).","SELECT c.Customer_name AS 'Nama Pelanggan', o.orderdate AS 'Tanggal Pesan', p.Product_name AS 'Barang', ol.quantity AS 'Jumlah', (ol.quantity * p.Unit_price) AS 'Total Bayar' FROM ...",Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
"Pada contoh trigger tr_cek_kuantitas, apa output yang dihasilkan ketika mencoba memasukkan quantity -5?","Sistem menolak transaksi, melakukan rollback, dan menampilkan pesan ""Transaksi Gagal: Kuantitas (quantity) pesanan tidak boleh nol atau negatif!"".","INSERT INTO orderline (order_id, Product_id, quantity) VALUES (1, 3, -5); ... menampilkan pesan error: 'Transaksi Gagal: Kuantitas (quantity) pesanan tidak boleh nol atau negatif!'.",Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
Bagaimana view dapat meningkatkan keamanan data?,View dapat meningkatkan keamanan dengan menyembunyikan kolom sensitif sehingga pengguna hanya dapat melihat data yang diizinkan.,Meningkatkan keamanan dengan menyembunyikan kolom sensitif.,Basis Data 2 Praktikum BB,Modul10_Prak212Basdat2.txt
Apa itu ekspresi CASE dalam SQL Server dan apa fungsinya?,"CASE adalah ekspresi kondisional di SQL Server yang memungkinkan kita mengevaluasi kondisi dan mengembalikan nilai berbeda berdasarkan hasil evaluasi tersebut, mirip seperti IF-THEN-ELSE namun digunakan di dalam query SQL.",CASE adalah ekspresi kondisional di SQL Server yang memungkinkan kita mengevaluasi kondisi dan mengembalikan nilai berbeda berdasarkan hasil evaluasi tersebut - mirip seperti IF-THEN-ELSE namun digunakan di dalam query SQL.,Basis Data 2 Praktikum BB,MODUL4.txt
Apa perbedaan utama antara CASE sederhana dan CASE pencarian?,"CASE sederhana membandingkan satu ekspresi dengan sekumpulan nilai dan setiap WHEN hanya dapat menggunakan kesetaraan (=), sedangkan CASE pencarian tidak menyertakan ekspresi input di awal, sehingga setiap WHEN berisi ekspresi Boolean lengkap yang dapat menggunakan berbagai operator pembanding seperti >, <, >=, dll.","CASE Sederhana membandingkan satu ekspresi dengan sekumpulan nilai. Setiap WHEN hanya dapat menggunakan kesetaraan (=), tidak bisa menggunakan operator > atau <.; CASE Pencarian tidak menyertakan ekspresi input di awal. Setiap WHEN berisi ekspresi Boolean lengkap, sehingga bisa menggunakan berbagai operator pembanding.",Basis Data 2 Praktikum BB,MODUL4.txt
Bagaimana urutan evaluasi kondisi WHEN pada CASE memengaruhi hasil?,"SQL mengevaluasi kondisi WHEN dari atas ke bawah dan berhenti di kondisi pertama yang BENAR, sehingga urutan kondisi sangat penting; kondisi paling ketat harus diletakkan di atas.",SQL mengevaluasi kondisi WHEN dari atas ke bawah dan berhenti di kondisi pertama yang BENAR.,Basis Data 2 Praktikum BB,MODUL4.txt
Berikan contoh sintaks CASE sederhana yang membandingkan nilai variabel @Name dengan beberapa string.,"DECLARE @Name VARCHAR(50);
SET @Name = 'Deepak';
SELECT CASE @Name WHEN 'Deepak' THEN 'Hello Deepak!' WHEN 'Manoj' THEN 'Hello Manoj!' ELSE 'Siapa kamu?' END AS Pesan;","DECLARE @Name VARCHAR(50);
SET @Name = 'Deepak';
SELECT
CASE @Name
WHEN 'Deepak' THEN 'Hello Deepak!'
WHEN 'Manoj' THEN 'Hello Manoj!'
ELSE 'Siapa kamu?'
END AS Pesan;",Basis Data 2 Praktikum BB,MODUL4.txt
Apa yang dimaksud dengan pernyataan WHILE dalam SQL Server?,WHILE adalah pernyataan pengulangan yang terus mengeksekusi blok kode selama kondisi yang diberikan bernilai TRUE (benar).,WHILE adalah pernyataan pengulangan yang terus mengeksekusi blok kode selama kondisi yang diberikan bernilai TRUE (benar).,Basis Data 2 Praktikum BB,MODUL4.txt
Mengapa penting menambahkan increment counter di dalam loop WHILE?,"Jika kondisi WHILE tidak pernah menjadi FALSE (misalnya lupa increment counter), program akan berjalan selamanya dan menghabiskan semua resource server, sehingga harus ada increment untuk menghentikan loop.","Jika kondisi WHILE tidak pernah menjadi FALSE (mis. lupa increment counter), program akan berjalan selamanya dan menghabiskan semua resource server!",Basis Data 2 Praktikum BB,MODUL4.txt
Bagaimana cara kerja pernyataan BREAK dalam sebuah loop WHILE?,"BREAK digunakan untuk menghentikan loop secara paksa sebelum kondisi WHILE menjadi FALSE; ketika SQL menemukan BREAK, eksekusi langsung melompat ke baris setelah END dan keluar dari loop terdalam.",BREAK digunakan untuk menghentikan loop secara paksa sebelum kondisi WHILE menjadi FALSE.,Basis Data 2 Praktikum BB,MODUL4.txt
Apa perbedaan antara pernyataan BREAK dan CONTINUE dalam loop?,"BREAK keluar dari loop sepenuhnya dan melanjutkan eksekusi setelah END, sedangkan CONTINUE melewati sisa pernyataan dalam iterasi saat ini dan kembali ke pengecekan kondisi WHILE untuk melanjutkan loop.",BREAK → Keluar dari loop sepenuhnya → Eksekusi dilanjutkan setelah END; CONTINUE → Lewati sisa kode di iterasi ini → Kembali ke pengecekan kondisi WHILE → Loop tetap berjalan seperti biasa.,Basis Data 2 Praktikum BB,MODUL4.txt
"Jika terdapat loop bersarang (nested loop), apa yang terjadi ketika pernyataan BREAK dipanggil di dalam loop terdalam?",BREAK hanya keluar dari loop terdalam tempat pernyataan tersebut berada; loop luar tetap terus berjalan.,"BREAK hanya keluar dari loop terdalam. Jika ada nested loop, BREAK hanya mempengaruhi loop yang memuat BREAK tersebut.",Basis Data 2 Praktikum BB,MODUL4.txt
Berikan contoh penggunaan CASE dalam klausa WHERE untuk menyaring data berdasarkan departemen.,SELECT * FROM student_table WHERE marks >= CASE WHEN dept = 'Sains' THEN 60 ELSE 50 END;,"SELECT * FROM student_table
WHERE marks >=
CASE
WHEN dept = 'Sains' THEN 60
ELSE 50
END;",Basis Data 2 Praktikum BB,MODUL4.txt
Apa yang dimaksud dengan Stored Procedure?,"Stored Procedure adalah kumpulan perintah SQL yang disimpan dan dijalankan langsung di dalam sistem manajemen basis data (DBMS), sehingga query hanya ditulis sekali dan dapat dipanggil berulang kali tanpa harus mengetik ulang.","Store Prosedure adalah kumpulan perintah SQL yang disimpan dan dijalankan langsung di dalam sistem manajemen basis data (DBMS) Dengan cara menuliskan query sekali saja, lalu memanggilnya berulang kali tanpa harus mengetik ulang query yang sama.",Basis Data 2 Praktikum BB,prosedur.txt
Apa fungsi perintah EXEC dalam konteks Stored Procedure?,EXEC merupakan kata kunci untuk menjalankan (execute) Stored Procedure yang telah dibuat.,EXEC (Execute) kata kunci untuk running jalankan prosedur,Basis Data 2 Praktikum BB,prosedur.txt
"Apa arti singkatan ""dbo"" pada penulisan Stored Procedure?","""dbo"" merupakan singkatan dari database owner, yaitu skema atau folder pemilik database tempat prosedur disimpan.",dbo = database owner,Basis Data 2 Praktikum BB,prosedur.txt
"Apa peran kata kunci ""as"" dalam definisi Stored Procedure?","""as"" berfungsi sebagai penghubung antara nama prosedur dengan blok perintah SQL yang akan dijalankan.",as = penghubung,Basis Data 2 Praktikum BB,prosedur.txt
Bagaimana cara memodifikasi Stored Procedure yang sudah ada?,"Stored Procedure yang sudah ada dimodifikasi dengan perintah ALTER, bukan CREATE.","Untuk memodifikasi Stored Procedure yang sudah ada bukan CREATE lagi, tapi pake perintah ALTER.",Basis Data 2 Praktikum BB,prosedur.txt
Perintah SQL apa yang digunakan untuk menghapus Stored Procedure secara permanen?,Perintah DROP digunakan untuk menghapus secara permanen definisi Stored Procedure dari dalam database.,perintah SQL yang digunakan untuk menghapus secara permanen definisi Stored Procedure dari dalam database.,Basis Data 2 Praktikum BB,prosedur.txt
Mengapa lebih aman menggunakan nama variabel saat memanggil prosedur dengan input?,"Menggunakan nama variabel lebih aman terutama bila prosedur memiliki banyak parameter, karena dapat menegaskan nilai mana yang diberikan ke parameter tertentu.","Pakai nama variable lebih aman terutama jika prosedur punya banyak parameter, karena kamu menegaskan angka 1 itu untuk siapa",Basis Data 2 Praktikum BB,prosedur.txt
Apa yang terjadi jika prosedur dipanggil tanpa menyebutkan nama variabel?,"SQL akan menempatkan nilai yang diberikan ke parameter pertama yang ditemukan, tanpa memperhatikan urutan atau tujuan spesifik.",Tanpa nama variable SQL akan memasukkan angka 1 ke parameter pertama yang dia temukan,Basis Data 2 Praktikum BB,prosedur.txt
Apa fungsi parameter @var1 dalam contoh prosedur yang diberikan?,Parameter @var1 adalah variabel bertipe integer yang digunakan untuk mencari baris mahasiswa dengan mahasiswa_id yang cocok dengan nilai yang dimasukkan ke @var1.,@var1: nama variabel/parameter int: tipe data. isi prosedur prosedur ini hanya akan mencari baris yang mahasiswa_id-nya cocok dengan angka yang kamu masukkan ke @var1.,Basis Data 2 Praktikum BB,prosedur.txt
"Apa arti kata kunci ""begin"" dan ""end"" dalam definisi Stored Procedure?","""begin"" menandakan titik awal blok perintah, sedangkan ""end"" menandakan titik akhir blok perintah dalam prosedur.",begin = titik awal end = titik akhir,Basis Data 2 Praktikum BB,prosedur.txt
Apa yang dimaksud dengan User Defined Function (UDF) dalam SQL Server?,User Defined Function (UDF) adalah fungsi yang dibuat oleh pengguna sesuai kebutuhan.,User Defined Function (UDF) adalah fungsi yang dibuat oleh pengguna sesuai kebutuhan,Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Apa yang selalu dikembalikan oleh setiap fungsi di SQL Server?,Setiap fungsi selalu mengembalikan nilai (return value).,Fungsi selalu mengembalikan nilai (return value),Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Sebutkan tiga jenis fungsi yang tersedia di SQL Server.,"Tiga jenis fungsi di SQL Server adalah Scalar Function, Inline Table Valued Function, dan Multi Statement Table Valued Function.","Scalar Function: mengembalikan satu nilai tunggal dengan tipe data tertentu (contoh: INT, VARCHAR, DATE). Fokus utama modul ini. Inline Table Valued Function: mengembalikan tabel (Inline TVF dari satu SELECT, Multi Statement TVF dari beberapa statement). Multi Statement Table Valued Function: fungsi ini memberikan hasil keluaran berupa tabel dimana hasil dari query itu dimasukkan ke dalam variabel dengan tipe data tabel",Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Apa yang dikembalikan oleh Scalar Function?,"Scalar Function mengembalikan satu nilai tunggal dengan tipe data tertentu, seperti INT, VARCHAR, atau DATE.","Scalar Function: mengembalikan satu nilai tunggal dengan tipe data tertentu (contoh: INT, VARCHAR, DATE). Fokus utama modul ini.",Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Bagaimana struktur dasar penulisan sebuah Scalar Function?,"Struktur dasarnya adalah:
CREATE FUNCTION nama_fungsi (@param TIPE_DATA)
RETURNS TIPE_RETURN
AS
BEGIN
DECLARE @hasil TIPE_RETURN;
SET @hasil = [Nilai atau Ekspresi];
RETURN @hasil;
END
GO",CREATE FUNCTION nama_fungsi (@param TIPE_DATA) RETURNS TIPE_RETURN AS BEGIN DECLARE @hasil TIPE_RETURN; SET @hasil = [Nilai atau Ekspresi]; RETURN @hasil; END GO,Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Di mana saja Scalar Function dapat digunakan dalam pernyataan SQL?,"Scalar Function dapat digunakan dalam klausa SELECT, WHERE, atau ekspresi lainnya.","Dapat digunakan dalam SELECT, WHERE, atau ekspresi lainnya",Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Sebutkan contoh logika kondisional yang dapat diterapkan di dalam sebuah fungsi.,"Contoh logika kondisional yang dapat dipakai meliputi IF, IF ELSEIF, dan CASE.",Penggunaan IF dalam Function | Penggunaan IF ELSEIF | Penggunaan CASE,Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Apa kegunaan perulangan WHILE dalam sebuah fungsi?,Perulangan WHILE dapat digunakan untuk melakukan iterasi atau logika berulang di dalam fungsi.,Penggunaan Perulangan (WHILE),Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Apa manfaat utama penggunaan UDF dalam pengembangan basis data?,"Manfaatnya antara lain memungkinkan pembuatan fungsi khusus sesuai kebutuhan, meningkatkan modularitas dan reusability kode, serta membuat kode lebih terstruktur, mengurangi duplikasi, dan mempermudah pemeliharaan.","UDF memungkinkan membuat fungsi custom sesuai kebutuhan | Meningkatkan modularitas dan reusability kode | Kode lebih terstruktur, mengurangi duplikasi, mempermudah maintenance",Basis Data 2 Praktikum BB,UDF Skalar dalam SQL Server 2012.txt
Apa kode dan nama mata kuliah yang diuji pada ujian akhir semester ini?,ISB 206 - Manajemen Proyek SI,Mata Kuliah : ISB 206 - Manajemen Proyek SI,Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Berapa persentase bobot SubCPMK 5 terhadap nilai kelulusan mata kuliah?,20% dari nilai kelulusan mata kuliah,SubCPMK 5 (bobot nilai 20% dari nilai kelulusan Mata Kuliah),Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Apa saja komponen penilaian SubCPMK 5 beserta persentasenya?,"Bobot nilai kuis 3%, bobot nilai tugas terstruktur 5%, dan bobot nilai EAS 12%",- Bobot nilai kuis: 3 % - Bobot nilai tugas terstruktur: 5% - Bobot nilai EAS :12%,Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Kapan batas akhir pengumpulan Progress Report 1 dan melalui platform apa harus disubmit?,Progress Report 1 harus disubmit paling lambat 3 Juni 2025 melalui Elearning,Progress Report 1 (Due: 3 Juni 2025 via Elearning):,Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Berapa jumlah anggota tim yang diperbolehkan dan peran khusus apa yang harus ada dalam kelompok?,Kelompok boleh terdiri atas 3 sampai 5 orang anggota dengan satu orang berperan sebagai pemimpin atau ketua proyek,Kelompok terdiri atas 3 - 5 orang anggota dengan satu orang berperan sebagai pemimpin/ketua proyek.,Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Apa saja deliverables yang harus disertakan dalam Final IT Project Plan?,"Deliverables meliputi IT Project Plan Final, slide presentasi pitch deck, lampiran tabel kontribusi anggota tim, serta lampiran link rancangan antarmuka aplikasi di Figma dan link reels Instagram yang mempromosikan aplikasi",Deliverables: 1. IT Project Plan Final (sesuai template2) 2. Slide Presentasi Pitch deck 3. Lampiran 1: Tabel daftar kontribusi anggota tim (sesuai template3) 4. Lampiran 2: a. [Link] Rancangan antarmuka Aplikasi/Produk (sertakan link Figma di dalam laporan) b. [Link] Reels Instagram (maks. 3 menit) yang mempromosikan aplikasi yang akan dihasilkan.,Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Berapa bobot nilai untuk aspek penilaian Rasionalitas Rencana Proyek (10 Knowledge Areas)?,30% dari total nilai penilaian,1 Rasionalitas Rencana Proyek (10 Knowledge Areas) 30%,Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Apa konsekuensi jika terjadi keterlambatan pengiriman tugas?,Keterlambatan maksimal 24 jam setelah due date dengan konsekuensi pengurangan nilai,Keterlambatan pengiriman tugas maksimal 24 jam setelah Due Date dengan konsekuensi pengurangan nilai,Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Apa yang harus dilakukan jika topik proyek tidak layak setelah penilaian Progress Report 1?,Kelompok harus mengubah topik proyek karena tidak sesuai dengan karakteristik proyek,"Feedback kelayakan Topik proyek dan studi kasus akan diberikan saat submit Progress Report 1. Jika topik tidak layak dan tidak sesuai dengan karakteristik proyek, kelompok harus mengubah topik proyek.",Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Rentang skor persentase berapa yang menghasilkan nilai huruf B?,Skor antara 65% hingga 74%,B 65 - 74,Manajemen Proyek Sistem informasi,2425_UAS_ISB206_Manajemen Projek Sistem Informasi.txt
Apa judul proyek yang dijelaskan dalam dokumen?,Project Management Intranet Site Project,Project Title: Project Management Intranet Site Project,Manajemen Proyek Sistem informasi,Scopeee.txt
Berapa total anggaran yang dialokasikan untuk proyek ini?,"$140,000","The budget for the project is $140,000.",Manajemen Proyek Sistem informasi,Scopeee.txt
Berapa biaya operasional tahunan yang diperlukan setelah proyek selesai?,"$40,000 per tahun","An additional $40,000 per year will be required for operational expenses after the project is completed.",Manajemen Proyek Sistem informasi,Scopeee.txt
Berapa estimasi manfaat finansial yang diharapkan per tahun?,"$200,000 per tahun","Estimated benefits are $200,000 each year.",Manajemen Proyek Sistem informasi,Scopeee.txt
Apa kriteria keberhasilan proyek terkait waktu dan biaya?,"Menyelesaikan proyek dalam enam bulan dengan biaya tidak lebih dari $140,000.","Project Success Criteria: Our goal is to complete this project within six months for no more than $140,000.",Manajemen Proyek Sistem informasi,Scopeee.txt
Berapa banyak artikel yang harus disediakan pada situs intranet saat peluncuran?,Minimal 10 artikel berguna tentang topik manajemen proyek.,The intranet site will include at least 10 useful articles about relevant topics in project management.,Manajemen Proyek Sistem informasi,Scopeee.txt
Berapa jumlah tautan (links) yang harus disertakan pada situs intranet?,Minimal 20 tautan berguna dengan deskripsi singkat.,The intranet site will include links with brief descriptions for at least 20 useful sites.,Manajemen Proyek Sistem informasi,Scopeee.txt
Fitur apa yang harus dimiliki situs intranet untuk memudahkan pencarian?,Fitur pencarian yang memungkinkan pengguna mencari berdasarkan topik dan kata kunci.,The intranet site must include a search feature for users to search by topic and key words.,Manajemen Proyek Sistem informasi,Scopeee.txt
Berapa banyak template dokumen yang harus tersedia pada saat implementasi pertama?,"Setidaknya 20 template, dengan kapasitas menyimpan hingga 100 dokumen.","The intranet site will include templates for at least 20 documents when the system is first implemented, and it will have the capacity to store up to 100 documents.",Manajemen Proyek Sistem informasi,Scopeee.txt
Apa persyaratan ketersediaan (availability) situs intranet?,"Harus tersedia 24 jam sehari, 7 hari seminggu, dengan satu jam per minggu untuk pemeliharaan sistem.","The intranet site must be available 24 hours a day, 7 days a week, with one hour per week for system maintenance and other periodic maintenance, as appropriate.",Manajemen Proyek Sistem informasi,Scopeee.txt
Berapa tingkat diskonto yang digunakan pada Soal A?,Tingkat diskonto yang digunakan pada Soal A adalah 9%.,"Dengan tingkat diskonto: 9% tentukan: nilai NPV, ROI dan Payback dengan mengisi tabel berikut!",Manajemen Proyek Sistem informasi,Sub CPMK 2.txt
Berapa biaya investasi pada tahun pertama pada Soal A?,Biaya investasi pada tahun pertama pada Soal A sebesar $2000.,"Biaya tahun ke-1 sebesar $2000, tahun ke2: $2000, tahun ke3: $2000, tahun ke-4: $2000.",Manajemen Proyek Sistem informasi,Sub CPMK 2.txt
Berapa pendapatan yang diharapkan pada tahun ketiga pada Soal A?,Pendapatan yang diharapkan pada tahun ketiga pada Soal A sebesar $4000.,tahun ke-3 dan ke-4 sebesar sebesar $4000.,Manajemen Proyek Sistem informasi,Sub CPMK 2.txt
Apa yang diminta untuk dihitung pada masing-masing soal?,"Pada masing-masing soal diminta menghitung nilai NPV, ROI, dan Payback.","tentukan: nilai NPV, ROI dan Payback dengan mengisi tabel berikut!",Manajemen Proyek Sistem informasi,Sub CPMK 2.txt
Berapa tingkat diskonto yang digunakan pada Soal B?,Tingkat diskonto yang digunakan pada Soal B adalah 8%.,"Dengan tingkat diskonto: 8% tentukan: nilai NPV, ROI dan Payback dengan mengisi tabel berikut!",Manajemen Proyek Sistem informasi,Sub CPMK 2.txt
Berapa biaya pada tahun ke-4 pada Soal B?,Biaya pada tahun ke-4 pada Soal B sebesar $4000.,tahun ke-4: $4000.,Manajemen Proyek Sistem informasi,Sub CPMK 2.txt
Berapa pendapatan yang diharapkan pada tahun ketiga pada Soal B?,Pendapatan yang diharapkan pada tahun ketiga pada Soal B sebesar $5000.,tahun ke-3 dan ke-4 sebesar sebesar $5000.,Manajemen Proyek Sistem informasi,Sub CPMK 2.txt
Berapa biaya pada tahun ke-2 pada Soal B?,Biaya pada tahun ke-2 pada Soal B sebesar $2000.,Biaya tahun ke-2 sebesar $2000.,Manajemen Proyek Sistem informasi,Sub CPMK 2.txt
Apa definisi kualitas menurut ISO 9000:2000?,Kualitas adalah derajat di mana sekumpulan karakteristik inheren memenuhi persyaratan.,"""The degree to which a set of inherent characteristics fulfils requirements"" (ISO 9000: 2000)",Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Apa dua aspek utama dalam definisi kualitas yang disebutkan dalam dokumen?,Kualitas meliputi kesesuaian dengan persyaratan (conformance to requirements) dan kesesuaian untuk digunakan (fitness for use).,"Pakar lain mendefinisikan Kualitas berdasarkan kesesuaian dengan persyaratan dan kesesuaian untuk digunakan
1 Conformance to requirements
2 Fitness for use",Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Berikan contoh standar kualitas untuk sistem informasi layanan pelanggan yang disebutkan.,"Sistem harus mampu menangani beban puncak sehingga ketika seratus staf memasukkan data secara bersamaan, waktu respons sistem tetap kurang dari dua detik.","Misalnya sistem informasi yang digunakan oleh Customer Service harus mampu menangani beban puncak Standar kualitas: ketika seratus staf memasukkan data pada saat yang sama, waktu respons sistem harus tetap kurang dari dua detik.",Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Apa yang dimaksud dengan manajemen kualitas proyek?,Manajemen kualitas proyek memastikan bahwa proyek akan memenuhi kebutuhan yang telah ditentukan.,Manajemen kualitas proyek memastikan bahwa proyek akan memenuhi kebutuhan yang telah ditentukan,Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Sebutkan lima hal yang harus dipastikan agar manajemen kualitas proyek berjalan efektif.,"1) Pengguna diminta menentukan persyaratan secara rinci, 2) Persyaratan didokumentasikan sepenuhnya, 3) Semua pemangku kepentingan menyetujui persyaratan, 4) Ada proses yang diakui untuk menangani setiap perubahan, 5) Ada proses untuk memantau dan mengendalikan kualitas.","Pengguna diminta untuk menentukan persyaratan mereka secara cukup rinci
Persyaratan sepenuhnya didokumentasikan
Semua pemangku kepentingan menyetujui persyaratan
Ada proses yang diakui untuk menangani setiap perubahan
Ada proses untuk memantau dan mengendalikan kualitas",Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Apa arti prinsip “Prevention over inspection” dalam konteks kualitas?,"Kualitas direncanakan, dirancang, dan dibangun terlebih dahulu, sehingga tidak bergantung pada inspeksi atau pemeriksaan setelahnya.","Prevention over inspection: Kualitas direncanakan, dirancang dan dibangun daripada diinspeksi (pemeriksaan).",Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Apa tiga proses manajemen kualitas proyek yang didefinisikan oleh PMBOK?,"1) Plan Quality Management, 2) Perform Quality Assurance, 3) Control Quality.",PMBOK mendefinisikan 3 proses dalam manajemen kualitas proyek: Quality Management Processes Plan Project Management Perform Quality Assurance Control Quality,Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Sebutkan tujuh alat dasar kualitas yang disebutkan dalam dokumen.,"1) Diagram sebab-akibat (cause-and-effect diagram), 2) Checksheet, 3) Control chart, 4) Histogram, 5) Pareto chart, 6) Scatter diagram, 7) Flowchart.","Seven Basic Quality Tools
1 Cause-and-effect diagrams
2 Checksheet
3 Control chart
4 Histogram
5 Pareto Chart
6 Scatter diagram
7 Flowchart",Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
Apa saja kategori utama dalam diagram sebab-akibat (fishbone) menurut dokumen?,"People (orang), Methods (metode), Machine (mesin), Materials (bahan), dan Environment (lingkungan).","Faktor biasanya dikelompokkan ke dalam kategori utama:
1 People
2 Methods
3 Machine
4 Materials
5 Environment",Manajemen Proyek Sistem informasi,Week10 Project Quality Management.txt
